classification	reason	file	line	column	value	context	decision	rationale
ambiguous	No deterministic value relationship	AGENTS.md	101	126	RECOMMENDED	"* **BCP-14 Keywords:** Use MUST, MUST NOT, SHOULD, SHOULD NOT, MAY (uppercase). NEVER use: ""REQUIRED"", ""SHALL"", ""SHALL NOT"", ""RECOMMENDED"", ""NOT RECOMMENDED"", ""OPTIONAL""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	AGENTS.md	101	141	NOT RECOMMENDED	"* **BCP-14 Keywords:** Use MUST, MUST NOT, SHOULD, SHOULD NOT, MAY (uppercase). NEVER use: ""REQUIRED"", ""SHALL"", ""SHALL NOT"", ""RECOMMENDED"", ""NOT RECOMMENDED"", ""OPTIONAL""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	AGENTS.md	101	160	OPTIONAL	"* **BCP-14 Keywords:** Use MUST, MUST NOT, SHOULD, SHOULD NOT, MAY (uppercase). NEVER use: ""REQUIRED"", ""SHALL"", ""SHALL NOT"", ""RECOMMENDED"", ""NOT RECOMMENDED"", ""OPTIONAL""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	AGENTS.md	102	62	Requirements	"* **Location:** Capitalized keywords MUST NOT appear outside ""Requirements"" sections unless quoted."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	AGENTS.md	111	119	e.g.	"* **Inline Examples:** Any non-normative examples embedded within a requirement MUST be enclosed in parentheses using ""e.g."" (e.g., `...without lossy transformations (e.g., rounding)`)."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	AGENTS.md	116	70	Pricing Quantity	"* **Column/Attribute Display Names:** Normal text with spaces (e.g., ""Pricing Quantity""). These SHOULD be used in introductory or explanatory non-normative text."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	AGENTS.md	140	183	same as above	"* **Self-contained comments:** Every review comment or suggestion MUST include all context needed for the author to evaluate it independently. Do not reference other comments (e.g., ""same as above"" or ""see my comment on line X"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	AGENTS.md	140	202	see my comment on line X	"* **Self-contained comments:** Every review comment or suggestion MUST include all context needed for the author to evaluate it independently. Do not reference other comments (e.g., ""same as above"" or ""see my comment on line X"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	AGENTS.md	150	84	Type of Change	"PR bodies MUST complete `.github/pull_request_template.md`, including the summary, ""Type of Change"", and ""Author Checklist"" (with [AI Usage Guidelines](guidelines/contributors/ai-usage-guidelines.md) attestation)."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	AGENTS.md	150	106	Author Checklist	"PR bodies MUST complete `.github/pull_request_template.md`, including the summary, ""Type of Change"", and ""Author Checklist"" (with [AI Usage Guidelines](guidelines/contributors/ai-usage-guidelines.md) attestation)."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Normative entity context (CostAndUsage)	CHANGELOG.md	164	366	Column Presence in Dataset	"* [`CostAndUsage`](/specification/datasets/cost_and_usage/dataset.md) and [`ContractCommitment`](/specification/datasets/contract_commitment/dataset.md): Column presence requirements relocated from individual column files to dataset-level requirements, now expressed in dataset-subject form (e.g., `CostAndUsage MUST include ColumnId when Condition`). Promotes the ""Column Presence in Dataset"" pattern from future-use to active, centralizing presence rules previously scattered across column files. The [Normative Requirements Guidelines](/guidelines/contributors/normative-requirements-guidelines.md) were updated to document the new pattern."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	CHANGELOG.md	187	36	RECOMMENDED	"* Deprecated the normative keyword ""RECOMMENDED"" in favor of ""SHOULD"" to align with [BCP-14](https://www.rfc-editor.org/info/bcp14), which treats the two as synonyms. Improves terminology consistency without changing the conformance strength of existing requirements."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	CHANGELOG.md	187	62	SHOULD	"* Deprecated the normative keyword ""RECOMMENDED"" in favor of ""SHOULD"" to align with [BCP-14](https://www.rfc-editor.org/info/bcp14), which treats the two as synonyms. Improves terminology consistency without changing the conformance strength of existing requirements."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	CHANGELOG.md	486	69	x_	"* Added requirement that custom properties must prefix names with ""x_""."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	CHANGELOG.md	632	51	blend	"* Clarified that effective cost does not mix or ""blend"" costs across multiple charges."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	CHANGELOG.md	657	142	types	"* Column is conditional and only required when the provider supports billing based on provisioned resource instances and supports multiple ""types"" of resources."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	CHANGELOG.md	721	11	SKU	"* Added ""SKU"" as an exception to the ""no acronyms"" rule. The display name is ""SKU"" and column ID is `Sku`."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	CHANGELOG.md	721	40	no acronyms	"* Added ""SKU"" as an exception to the ""no acronyms"" rule. The display name is ""SKU"" and column ID is `Sku`."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	CHANGELOG.md	721	80	SKU	"* Added ""SKU"" as an exception to the ""no acronyms"" rule. The display name is ""SKU"" and column ID is `Sku`."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	CHANGELOG.md	767	160	1.0-preview	"This table maps the evolution of the specification, showcasing column introductions and updates from its initial version 0.5 to the comprehensive revisions in ""1.0-preview"", ""1.0"" and beyond."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	CHANGELOG.md	767	175	1.0	"This table maps the evolution of the specification, showcasing column introductions and updates from its initial version 0.5 to the comprehensive revisions in ""1.0-preview"", ""1.0"" and beyond."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	ERRATA.md	22	19	Allows nulls	"| **#9: Incorrect ""Allows nulls"" for PricingCurrency** | Section 3.1.41.5, line [33](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/blob/c67b95bd40e6fb43a57f74a53a615c4d6d3c118f/specification/datasets/cost_and_usage/columns/pricingcurrency.md?plain=1#L33) | Content Constraints declares PricingCurrency to allow nulls. | PricingCurrency does not allow nulls, per normative requirement. | Issue: [#2079](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2079)<br>PR: [#2052](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2052) |"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	ERRATA.md	23	20	Allows nulls	"| **#10: Incorrect ""Allows nulls"" for PricingCurrencyEffectiveCost** | Section 3.1.43.5, line [38](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/blob/c67b95bd40e6fb43a57f74a53a615c4d6d3c118f/specification/datasets/cost_and_usage/columns/pricingcurrencyeffectivecost.md?plain=1#L38) | Content Constraints declares PricingCurrencyEffectiveCost to allow nulls. | PricingCurrencyEffectiveCost does not allow nulls, per normative requirement. | Issue: [#2079](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2079)<br>PR: [#2052](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2052) |"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	ERRATA.md	30	29	ID	"| **#3: Inconsistent use of ""ID"" vs ""Id""** | Section 3.1.31, various lines (e.g., [74](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/blob/c67b95bd40e6fb43a57f74a53a615c4d6d3c118f/specification/datasets/cost_and_usage/columns/contractapplied.md?plain=1#L74)) | **ContractID**, **ContractCommitmentID**, and **ResourceID** | **ContractId**, **ContractCommitmentId**, and **ResourceId** | Issue: [#2048](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2048)<br>PR: [#2052](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2052) |"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	ERRATA.md	30	37	Id	"| **#3: Inconsistent use of ""ID"" vs ""Id""** | Section 3.1.31, various lines (e.g., [74](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/blob/c67b95bd40e6fb43a57f74a53a615c4d6d3c118f/specification/datasets/cost_and_usage/columns/contractapplied.md?plain=1#L74)) | **ContractID**, **ContractCommitmentID**, and **ResourceID** | **ContractId**, **ContractCommitmentId**, and **ResourceId** | Issue: [#2048](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2048)<br>PR: [#2052](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2052) |"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_high	Same line as explicit value context	ERRATA.md	38	260	Elements	"| **#5: Five vs four key-value pairs** | Section 3.1.31.1.2, line [36](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/blob/c67b95bd40e6fb43a57f74a53a615c4d6d3c118f/specification/datasets/cost_and_usage/columns/contractapplied.md?plain=1#L36) | ""Elements"" objects MUST contain **four** key-value pairs... (`ContractId` excluded) | ""Elements"" objects MUST contain **five** key-value pairs... (`ContractId` included) | Issue: [#2048](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2048)<br>PR: [#2052](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2052) |"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_high	Normative entity context (ContractId)	ERRATA.md	38	346	Elements	"| **#5: Five vs four key-value pairs** | Section 3.1.31.1.2, line [36](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/blob/c67b95bd40e6fb43a57f74a53a615c4d6d3c118f/specification/datasets/cost_and_usage/columns/contractapplied.md?plain=1#L36) | ""Elements"" objects MUST contain **four** key-value pairs... (`ContractId` excluded) | ""Elements"" objects MUST contain **five** key-value pairs... (`ContractId` included) | Issue: [#2048](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2048)<br>PR: [#2052](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2052) |"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	13	35	column id	"- Simple lowercase words (e.g., ""column id"" → ""Column Id"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	13	49	Column Id	"- Simple lowercase words (e.g., ""column id"" → ""Column Id"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	14	39	description with bad case	"- Minor words incorrect case (e.g., ""description with bad case"" → ""Description with Bad Case"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	14	69	Description with Bad Case	"- Minor words incorrect case (e.g., ""description with bad case"" → ""Description with Bad Case"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	15	29	Hyphenated-word	"- Hyphenated words (e.g., ""Hyphenated-word"" → ""Hyphenated-Word"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	15	49	Hyphenated-Word	"- Hyphenated words (e.g., ""Hyphenated-word"" → ""Hyphenated-Word"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	16	29	Multi-part-hyphenated Header test	"- Multiple hyphens (e.g., ""Multi-part-hyphenated Header test"" → ""Multi-Part-Hyphenated Header Test"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	16	67	Multi-Part-Hyphenated Header Test	"- Multiple hyphens (e.g., ""Multi-part-hyphenated Header test"" → ""Multi-Part-Hyphenated Header Test"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	17	33	API-based Integration for Real-time	"- Acronyms and hyphens (e.g., ""API-based Integration for Real-time"" → ""API-Based Integration for Real-Time"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	17	73	API-Based Integration for Real-Time	"- Acronyms and hyphens (e.g., ""API-based Integration for Real-time"" → ""API-Based Integration for Real-Time"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	18	38	Cost-to-usage Ratio analysis	"- Compound hyphenated terms (e.g., ""Cost-to-usage Ratio analysis"" → ""Cost-To-Usage Ratio Analysis"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	18	71	Cost-To-Usage Ratio Analysis	"- Compound hyphenated terms (e.g., ""Cost-to-usage Ratio analysis"" → ""Cost-To-Usage Ratio Analysis"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	19	23	Cost Analysis: a comprehensive guide	"- Colon rule (e.g., ""Cost Analysis: a comprehensive guide"" → ""Cost Analysis: A Comprehensive Guide"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	19	64	Cost Analysis: A Comprehensive Guide	"- Colon rule (e.g., ""Cost Analysis: a comprehensive guide"" → ""Cost Analysis: A Comprehensive Guide"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	20	34	the Cost Analysis Guide	"- First word minor word (e.g., ""the Cost Analysis Guide"" → ""The Cost Analysis Guide"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	20	62	The Cost Analysis Guide	"- First word minor word (e.g., ""the Cost Analysis Guide"" → ""The Cost Analysis Guide"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	21	33	Guide to the	"- Last word minor word (e.g., ""Guide to the"" → ""Guide to The"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	21	50	Guide to The	"- Last word minor word (e.g., ""Guide to the"" → ""Guide to The"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	22	28	Section A: part B: the details	"- Multiple colons (e.g., ""Section A: part B: the details"" → ""Section A: Part B: The Details"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	22	63	Section A: Part B: The Details	"- Multiple colons (e.g., ""Section A: part B: the details"" → ""Section A: Part B: The Details"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	23	21	Using [FOCUS] for cost Analysis	"- Brackets (e.g., ""Using [FOCUS] for cost Analysis"" → ""Using [FOCUS] for Cost Analysis"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	23	57	Using [FOCUS] for Cost Analysis	"- Brackets (e.g., ""Using [FOCUS] for cost Analysis"" → ""Using [FOCUS] for Cost Analysis"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	24	28	Cost/usage Analysis Report	"- Forward slashes (e.g., ""Cost/usage Analysis Report"" → ""Cost/Usage Analysis Report"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	24	59	Cost/Usage Analysis Report	"- Forward slashes (e.g., ""Cost/usage Analysis Report"" → ""Cost/Usage Analysis Report"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	25	24	Provider's cost Data	"- Possessives (e.g., ""Provider's cost Data"" → ""Provider's Cost Data"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	25	49	Provider's Cost Data	"- Possessives (e.g., ""Provider's cost Data"" → ""Provider's Cost Data"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	26	34	When A Dataset is Created	"- Article 'a' in middle (e.g., ""When A Dataset is Created"" → ""When a Dataset Is Created"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	26	64	When a Dataset Is Created	"- Article 'a' in middle (e.g., ""When A Dataset is Created"" → ""When a Dataset Is Created"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	27	44	Section A:	"- Designation letters vs articles (e.g., ""Section A:"" preserves capital, but ""Creating A New"" lowercases article)"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	27	80	Creating A New	"- Designation letters vs articles (e.g., ""Section A:"" preserves capital, but ""Creating A New"" lowercases article)"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	28	37	Where The Data Is Stored	"- Technical exception 'is' (e.g., ""Where The Data Is Stored"" → ""Where the Data is Stored"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	28	66	Where the Data is Stored	"- Technical exception 'is' (e.g., ""Where The Data Is Stored"" → ""Where the Data is Stored"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	29	38	Services That Are Available	"- Technical exception 'are' (e.g., ""Services That Are Available"" → ""Services That are Available"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
